client_id,task_1,task_2,task_3,task_4,task_5,task_6,task_7,task_8,task_9,task_10,task_11
6a345860590cc8ca5f7339f11cce8a90f3330802,False,False,True,True,True,True,True,True,True,True,True
bb22c975a90cfdc513b33a68e3124933639819e6,False,False,False,True,True,True,True,True,True,True,True
6574e0f1ea48b91e4bc9366e7dffe4820cef1ae8,False,False,False,True,True,True,True,True,True,True,True
a297adb81e28d62637c567e067c6e063fc2b72cc,True,True,True,False,True,True,True,True,True,True,True
e3f3373f6eade8b6c75ed939a11050f6e857581c,True,False,True,False,True,True,True,True,True,True,True
db91b23794832275d55019b6e0fbe4a7fcae376c,False,True,True,True,True,True,True,True,True,True,True
cd42458c743b4cfb719d27dcbd4e5876d473a16e,True,True,True,False,True,True,True,True,True,True,True
7a435c14603eca515b87c0d159c322370f160c39,True,True,True,False,True,True,True,True,True,True,True
1efd9c1245f44da2414f0d3681355db81ba20af5,False,False,True,True,True,True,True,True,True,True,True
9bd26554563071b39effdaf2711f3b019ce17f49,False,False,True,False,True,True,True,True,True,True,True
74b1aff3763036582f374383feedfd5501e81008,False,False,True,True,True,True,True,True,True,True,True
e1eca75d07709dd5ba7e5d5bac18ea91095f5a37,False,False,True,True,True,True,True,True,True,True,True
b210530c7cc24df395b7366c741b53d624358cd9,True,False,True,True,True,True,True,True,True,True,True
9daf1ce46674b327d5d06f105dc43a78e9bfb17e,False,False,True,True,True,True,True,True,True,True,True
a7226dae3ea952d291731e347f65a8e91b6ffb4d,False,False,True,True,True,True,True,True,True,True,True
8b91cd0c23a98b18c1de280d0c24bf94f257bd15,False,False,True,True,True,True,True,True,True,True,True
2f02e15cf72c0fe4be380b3c0ffaa80bf7b674e1,True,False,True,True,True,True,True,True,True,True,True
43ffa2bf01e183effeeb23e5967ae359a4f90dae,False,False,True,False,True,True,True,True,True,True,True
c07010e533996ec981c1ea7f3a8d430826c9d355,True,False,True,False,True,True,True,True,True,True,True
67a64940ca0c2eb019b10f22c71642c91aaae193,False,False,True,True,True,True,True,True,True,True,True
e8c5ec29dd5ef037b7e9f6e776cbd3fdf13c8a19,False,False,True,True,True,True,True,True,True,True,True
472f8ad72271ea285eaa5f9f9e0ad64263c87388,False,True,True,False,True,True,True,True,True,True,True
56763608206afa5d1fc87d8d86df02cb83f9e1ae,False,False,True,True,True,True,True,True,True,True,True
52201ff4292899b2716c23f64bd2ceac443238b1,False,False,True,True,True,True,True,True,True,True,True
5e2dae825f4a15eed59fe3d489182c2c0cad5cac,False,False,True,False,True,True,True,True,True,True,True
adf9ffdefd18b2f4f5d2df93e3867dc5184fc91d,True,False,True,True,True,True,True,True,True,True,True
7ef109767af378457f0914f60b96846ad9e52885,False,False,True,False,True,True,True,True,True,True,True
1ec01d4a16c05939b69985a12b3d4d60c5eb7831,False,False,True,True,True,True,True,True,True,True,True
a963f9f914bf641906a7bd60a7d7c202c38ca781,False,False,True,False,True,True,True,True,True,True,True
18cc7e195706350b799c4cc375ba15e6f4de9ae5,False,False,True,True,True,True,True,True,True,True,True
a31ac605250ee8f1bbdeb6d075685cc4097f33a0,False,False,True,True,True,True,True,True,True,True,True
fee6df82b11a80a98e7874e1b1c67bff1a01a3c5,True,True,True,False,True,True,True,True,True,True,True
72a6404440ba66504bbc8431cb33688e31ced146,False,False,True,True,True,True,True,True,True,True,True
04b9e4a7237ac73ca3e4c82b7ee8ea512b7b601d,False,False,True,True,True,True,True,True,True,True,True
5db1e9694c5ab15812c5cead41f35717bb5173ad,False,False,True,True,True,True,True,True,True,True,True
66de5959f0545c4cb961ce17533124c1ccf86ac0,False,False,False,True,True,True,True,True,True,True,True
a3a616818acc13cfb115aaf04caadc14192419f5,False,False,True,True,True,True,True,True,True,True,True
68a8ef9510c7af56b9d148352347e95888e4b83c,False,True,True,False,True,True,True,True,True,True,True
d80c691b9ed6ca908970acc79b17ed2b6668a5e3,False,False,True,False,True,True,True,True,True,True,True
3d15bfb0a3d30d2633ac6ed6e7cd60b5d9bab895,False,False,True,False,True,True,True,True,True,True,True
80e57a6bbf1b3def86ed014dffd90044831c35d4,True,True,True,False,True,True,True,True,True,True,True
acb29c79efa6d60c2d7e9c2954c16cb9be21d54c,False,False,True,False,True,True,True,True,True,True,True
17f8c38539a695b2ca2e84240afe481843ef0e0c,False,False,True,True,True,True,True,True,True,True,True
73e7c034bddd3aee8d61db2e4835f54d5d0a9714,False,False,True,True,True,True,True,True,True,True,True
bb6fe34d25d13ddcfc970f6fab213e180c7d76a5,False,False,True,True,True,True,True,True,True,True,True
92e9caa4ffc2f10740b98d4f9d341c51c6c7a956,False,False,True,True,True,True,True,True,True,True,True
d631013b3164280829ebb1374c0d37c24a14a2dc,False,False,True,False,True,True,True,True,True,True,True
ff38904ed9fa80bd8e169e136ebb2dcd5f3cad6b,False,False,True,True,True,True,True,True,True,True,True
0e9ff2cdbe0be50df3e6e984feb7af09115d2275,False,True,True,False,True,True,True,True,True,True,True
844c33a2e1649fe96dd5a04c0433a7eb5d01d69d,True,True,True,False,True,True,True,True,True,True,True
bcf39b8e6248f68d8606683c8b1ff7ba2ee75698,True,False,True,True,True,True,True,True,True,True,True
7366bd25487216292673fcb687637f9c1bcfed1b,False,False,True,False,True,True,True,True,True,True,True
96b5226ff129569f89c1459878efb37ec7516853,False,False,True,True,True,True,True,True,True,True,True
784d363dfdd6d748c9c106a351a97c7f731016d3,False,False,True,False,True,True,True,True,True,True,True
d2f17f2637554de5605721f8ad5bdeca221966a9,False,False,True,True,True,True,True,True,True,True,True
007049522558c414845d5169b8f04ee49efb85de,False,False,True,False,True,True,True,True,True,True,True
9a3e53c7edc8963a70d6d1ca3b014281d2bb124a,False,False,True,False,True,True,True,True,True,True,True
8e6d87f9ec7e25d6bd828a669e9e88fa3363436a,False,False,True,True,True,True,True,True,True,True,True
74f18b633747a958e07b249a92809501970eefd5,False,False,True,False,True,True,True,True,True,True,True
905501a5697a6a4747177091da43e2bede947f75,False,False,True,False,True,True,True,True,True,True,True
c3c55c4df568c2af97018463cf2fda247fc5d46c,False,True,True,False,True,True,True,True,True,True,True
00077843fb52418c5d9723d5cf02808d9716ab28,False,True,True,False,True,True,True,True,True,True,True
067fb27d7f3a7412de840025e51dd7ef43e2ec34,True,True,True,False,True,True,True,True,True,True,True
56380d8f79be33ee762a3e8b25b6b1124e48481b,False,False,True,True,True,True,True,True,True,True,True
19abfa527bc54712295983dd68822c0483dc8bcd,True,False,True,False,True,True,True,True,True,True,True
dafeffb2955fda4819e91a09f293bceb5fbdce64,False,False,True,False,True,True,True,True,True,True,True
c3ee4a48f9059f7ddc58f0a7ce7e00d3e59db4dc,False,False,True,False,True,True,True,True,True,True,True
af980631bf43b26a310110223f58899ba14f8fa5,False,False,True,False,True,True,True,True,True,True,True
8c806c495516e5f7c7945b30a24e95b00d21e5c7,False,False,False,True,True,True,True,True,True,True,True
3ee411e241426123e51c013793f102293727fbd4,False,False,True,False,True,True,True,True,True,True,True
a2ae6988a2570e4b2fe97c0224a5db45fe01a691,False,False,True,False,True,True,True,True,True,True,True
b136e3d939be524255204b7e04671be822036810,False,False,True,True,True,True,True,True,True,True,True
8eefb9d1e1974cf0413a3b540aa680b704557522,False,False,True,False,True,True,True,True,True,True,True
79abcdfc71a782f22fbd952d9d0517575adbbccb,True,False,True,False,True,True,True,True,True,True,True
ad86792cec54fddc03744bb5bbacbfee4e2c7178,True,False,True,False,True,True,True,True,True,True,True
a1cebe204fc58de6b75cd3aad6ab19e16905ce35,False,False,True,True,True,True,True,True,True,True,True
0096bb4ff5a9bff84ed0850562e18b44139bcd69,False,False,True,True,True,True,True,True,True,True,True
85669fa09654b626028fe9374a37af3d49c13be8,False,False,True,True,True,True,True,True,True,True,True
3f568894addec202488244887d2c91e80a5c03d3,True,True,True,False,True,True,True,True,True,True,True
7771d96dfbb05fdf22691c5324346175da771997,False,False,True,True,True,True,True,True,True,True,True
8dc8740f908d23d5fdf3960bcfcaab17fa9291d5,False,True,True,False,True,True,True,True,True,True,True
945924d634333d775c42572370ac881792a31a3f,False,True,True,False,True,True,True,True,True,True,True
7ae6d313802005d645d329c76071d2afc9e329ef,False,False,True,False,True,True,True,True,True,True,True
281a9c9c3a21c6d3d72173960ff22624a3b78609,False,False,True,True,True,True,True,True,True,True,True
abd6fa51d9668b4a2824fa41cc36945f057dc04e,True,False,False,False,True,True,True,True,True,True,True
6d839c3964e8c3b10c81cca83c6c952c9730a176,False,False,True,True,True,True,True,True,True,True,True
50d3f6625e7d709f4addea137fcea4bd83fc8136,False,False,True,False,True,True,True,True,True,True,True
a8d9b5dc251c32d7a307fe781a640b200b93e962,False,False,True,True,True,True,True,True,True,True,True
24ea822068aaf66a828a49a8c3c53e6e306485ab,False,False,True,False,True,True,True,True,True,True,True
624d9018e0bf94aea77d57a317fac60f5de0466a,False,False,True,True,True,True,True,True,True,True,True
9f755f4ff7f1701d11d132911b7df59b3ef272a5,False,False,True,True,True,True,True,True,True,True,True
e5cfd97c4f994a40a4a2f7e32bb3a598db73c42b,False,False,True,True,True,True,True,True,True,True,True
65ebd83f8b297b9f173749076001d5c8a3c14d32,False,False,True,False,True,True,True,True,True,True,True
093950cf41e30211258802ff8c5368914a38958c,False,False,False,False,True,True,True,True,True,True,True
892eb061b9a93fab59f179d34b0786a90956dd1e,False,False,True,False,True,True,True,True,True,True,True
eda410867e42efe4a4b56e065c93b5ef0418aa58,True,True,True,False,True,True,True,True,True,True,True
44cd30df66271c93cf60b1139f995332aa0da467,True,True,True,False,True,True,True,True,True,True,True
26a6073052f016ad2d1646cc1c17fe91f8580fcc,False,False,True,True,True,True,True,True,True,True,True
1f1f7f7c7c1c5f7b645402f78518abec63f08449,False,False,True,False,True,True,True,True,True,True,True
16747414336dc78145bc2538a0a071d8036a6789,False,False,True,False,True,True,True,True,True,True,True
5eee73a16f2d3e1dd0f55e64ee064d59731ec9f7,False,False,True,True,True,True,True,True,True,True,True
b62c6a43453847b1708b1020cacd8f730499079f,True,False,True,False,True,True,True,True,True,True,True
e4b70655e218f547cb6b33c95d5b9fe0e6733b0e,False,True,True,False,True,True,True,True,True,True,True
188c877fabc6d8c066be8c98504a031c4cf4de9a,False,False,True,True,True,True,True,True,True,True,True
3811805ab174703b15d47ae35d3a5bbb30df6b6c,False,False,True,True,True,True,True,True,True,True,True
52d4b6c85d80718da6755f3d6d9a021707e048ef,False,True,True,False,True,True,True,True,True,True,True
6293fd78176288efc4ada5eff383b09696ddcc1e,False,False,True,False,True,True,True,True,True,True,True
9a7de29a8a7e54484a171330b8ad4fe538414937,False,False,True,True,True,True,True,True,True,True,True
4e6135ab579495ad0d9e459c5df1fa2387cfae46,False,False,True,True,True,True,True,True,True,True,True
623a8dc9cddd89d3fdf133430c9ba75061d5cd1e,False,True,True,False,True,True,True,True,True,True,True
00b135a86a626cd782d208131ed6fca3150f4a8b,False,False,True,False,True,True,True,True,True,True,True
ed295994deefa08c490a9cab366d4bfac9042210,False,False,True,True,True,True,True,True,True,True,True
14d05d6adc378f8de59d8ca8863dbb34e67d2a37,False,False,True,False,True,True,True,True,True,True,True
f842c1aef37fdcd63f7bbd05c3cef21f9b4d9c4a,False,False,True,False,True,True,True,True,True,True,True
3311d72448ee7697f53b023edb4ccd06a1f05bed,False,False,True,True,True,True,True,True,True,True,True
406b0c7feea13e8ac3dfbccb829c4b84cd5dfcaa,False,False,True,False,True,True,True,True,True,True,True
119942a2b950000f29d9e06591eaa62e543e2ce1,True,True,True,False,True,True,True,True,True,True,True
2555fb5970d2d4bbb5fa04c387919c5cd49914a0,False,False,True,False,True,True,True,True,True,True,True
f1829953ec0b2817e1cba347bb5bbba7fd5240f1,False,False,True,True,True,True,True,True,True,True,True
c18e6d907297ccec46a815089ebcb3549ea33f9d,True,False,True,False,True,True,True,True,True,True,True
52c115877587c59f247da1a16d50ef66a8bed9d5,False,False,True,True,True,True,True,True,True,True,True
0ee90b0f17baf9cfb073ecf07298b3556d34b08d,False,True,True,False,True,True,True,True,True,True,True
db9773a4f112c053e68ef6d3f38df19db74f68e9,False,False,True,False,True,True,True,True,True,True,True
dc7651fcc092b63521ca84d82109407a096e6559,False,False,True,False,True,True,True,True,True,True,True
537ee9b3442856f2f098c50970e30e6e88ad4c90,True,False,True,False,True,True,True,True,True,True,True
5908363eb9dfded938e87591673051a6fd2c8eb6,False,False,True,True,True,True,True,True,True,True,True
2709909f35a4d856b96d7603be6e070ddd29af40,False,False,True,False,True,True,True,True,True,True,True
a15106cf2489ba170b6ef6a8b8c6f53c9a4ac1f4,True,False,True,False,True,True,True,True,True,True,True
698a7e5762c4d37e6c10f75fde380c422ba54ea1,True,True,True,False,True,True,True,True,True,True,True
7f0643594a48fc25ae686d22150ad05e2c289ec8,False,False,True,True,True,True,True,True,True,True,True
31a5c5cdf9dc17937ff3e474083930817cffba8d,False,False,True,True,True,True,True,True,True,True,True
e25e2b1ebf87773670c2a2bc15ba26e275102c49,False,True,True,False,True,True,True,True,True,True,True
e0a2778394c92d23976d4db6aa449d4dc17542a9,False,False,False,True,True,True,True,True,True,True,True
f0d826e48b601c1d2fe93dc793bbe020a3039ee4,True,False,True,False,True,True,True,True,True,True,True
1bda8965e832f83ca08db65574625cb410f1b559,False,False,True,True,True,True,True,True,True,True,True
25cc1359d4fa98c80dd9c3c2f7f9fb25739b00dd,False,False,True,False,True,True,True,True,True,True,True
f4ecad915d713bbf5e8db9de0f378b606b6f5c96,False,True,True,False,True,True,True,True,True,True,True
7d75d50ee205da06fa473bb2347a7e19c8614e24,False,False,True,True,True,True,True,True,True,True,True
ad4d4d646acc95abab63782921ba7cc724d1ac53,True,False,True,False,True,True,True,True,True,True,True
b15671a839ad5c0127a63dcdcb267c6fcb99bb57,False,False,True,False,True,True,True,True,True,True,True
5b450b367f47231027e5f3c254bf765724667198,False,False,True,True,True,True,True,True,True,True,True
96084592f1232d007008d81c6eed13a006eb5153,True,False,True,False,True,True,True,True,True,True,True
c01f4b111f7db4c6cd9dd3d519ae742009b3d36f,False,False,True,False,True,True,True,True,True,True,True
d3eb64464dc69deb697440a865e28596bec0f9b8,False,False,True,True,True,True,True,True,True,True,True
e80224a84f41e44c13b494cc2a81c9f257897d30,True,True,True,False,True,True,True,True,True,True,True
01483a77d9368667de7169e2261ae11b80047f3e,True,True,True,False,True,True,True,True,True,True,True
942981f5bf9cd768e99912c9470315dbd15be9c0,True,True,True,False,True,True,True,True,True,True,True
aa22faf18010a506dece6f640f8dc4f8a7194d84,True,True,True,False,True,True,True,True,True,True,True
9e18b9988c279d874b18ee500feb8b7ea70006d8,True,False,True,False,True,True,True,True,True,True,True
b195d1f9bec05db7d344c3dfc4b58bd04d5f9292,True,False,True,False,True,True,True,True,True,True,True
5cf99eee0ee66b715282283f20805f40c6a28926,True,False,True,False,True,True,True,True,True,True,True
51bae11ccfe96dbf5efeee559d8a45ca4df9de33,False,False,True,False,True,True,True,True,True,True,True
a9a7d609ee13acb16a390fdefdc69f8bf1d6c0d8,False,False,True,False,True,True,True,True,True,True,True
45cfe238714308c5a7bfce83c2b57c06120b37f2,False,False,True,False,True,True,True,True,True,True,True
5196250ea018988ed9f31a2736c0c2463adab567,False,False,True,False,True,True,True,True,True,True,True
98726ea1c90988e59cef84e6c4e0dc0100917b8b,False,False,False,True,True,True,True,True,True,True,True
137df6f1cf892dafbcc3996e590d949958e0ccda,False,False,True,False,True,True,True,True,True,True,True
2f6c486e19848be6350550c0281d67a6dfb262d2,False,False,True,True,True,True,True,True,True,True,True
56742317d459909f13a10d188955cbb6d4c10387,False,False,True,True,True,True,True,True,True,True,True
419b71f23e916efb5f1f6685d36f34179d3d2691,True,False,True,False,True,True,True,True,True,True,True
5cf625f83b9739aea43ffee44f82c95312cbfd39,True,False,True,True,True,True,True,True,True,True,True
691883410ba7da91987e43390d254d8ed88c29fc,False,False,True,False,True,True,True,True,True,True,True
4d8fd8fba9779f8f536f2488d3d97160eb931bf5,True,True,True,False,True,True,True,True,True,True,True
62eb4ff0f6ff4639a3da94b1d8c21d6333f4c874,False,True,True,True,True,True,True,True,True,True,True
b8323959b9e4123297ee3bc88bb068271ecf2cf7,False,False,True,True,True,True,True,True,True,True,True
9e89f2e2a3697f81749d6a94e1b07b2d22ec3e60,False,False,True,True,True,True,True,True,True,True,True
9c4a34e19e5c4321c5f2acfa502902cda31c097d,False,False,True,False,True,True,True,True,True,True,True
9577fc9ea0ea8f32dca40be432581b958a7c16de,False,False,True,True,True,True,True,True,True,True,True
2dd86582b905df55565427f6f87b3310afba019e,False,False,True,False,True,True,True,True,True,True,True
86a1517a6964547973cca04c76c9de588b6cc5c1,False,False,True,True,True,True,True,True,True,True,True
c321aa2756d366f7094556cad64b29ed49ce705b,False,False,True,False,True,True,True,True,True,True,True
a8b24a66d961c077ab98f350a8b4de1f8558630d,False,False,True,True,True,True,True,True,True,True,True
ac0c7aa25dc84620b4d79c1330c04d43afaf1de4,True,False,True,True,True,True,True,True,True,True,True
af171541b9a58ebf28dc87c6cfe6318ff089b83c,False,False,True,False,True,True,True,True,True,True,True
17a7ab2f3d062209a78192fc994b5704fc4e45f0,False,False,True,True,True,True,True,True,True,True,True
3439f1ac5c642d5d78f8e285fbad63f078a35122,True,False,True,False,True,True,True,True,True,True,True
7df59ade5996738e14238b302cfc01d0ba027f76,True,True,True,False,True,True,True,True,True,True,True
d3ee3f7a5a13ad6a931f90aaf79fc99414e490ea,False,False,True,True,True,True,True,True,True,True,True
e8ce495c0ba5f41032a682529d2b9440bf058360,False,False,True,False,True,True,True,True,True,True,True
b9755432ebb15c232b421e6170233837b240fafc,False,False,True,False,True,True,True,True,True,True,True
34ad6d9dc1c91d5cb42546fbd0a68b648c1a54ba,True,False,True,False,True,True,True,True,True,True,True
0c31981a81394ed60eefc68e0e9eb7577996dab7,False,False,True,False,True,True,True,True,True,True,True
fcb99014217b6a87edad0ebde6c24d0a4493d48a,False,False,True,False,True,True,True,True,True,True,True
7dd63cf9fa929e495db64677b7799070a1d148ed,True,False,True,False,True,True,True,True,True,True,True
fc1dad0e1e4c5ebcac4c9a92a3c12e40e6d1b31c,False,False,True,False,True,True,True,True,True,True,True
0ee1bd8f40af4bc376205a526152c13957497687,False,False,True,True,True,True,True,True,True,True,True
9ab36750233a26dc01772dd5111a94e984c8a6e0,True,False,True,False,True,True,True,True,True,True,True
6e334cbc6f6323ceb7d51aa06bc959f17f0ceb3d,False,False,True,False,True,True,True,True,True,True,True
66be87f78dbf4a2e4f3dec9e29e5de4158bff532,True,True,True,False,True,True,True,True,True,True,True
dd093e9bd44aac9993b778d8caa6f2a82d29df34,True,True,True,False,True,True,True,True,True,True,True
0cd403a986780881c179fe42395e7eeb5460aaa5,True,True,True,False,True,True,True,True,True,True,True
b75a5c8f3b67a01811b41d6872c40038c1ab2d32,False,False,False,True,True,True,True,True,True,True,True
acee106d0e8e0b5f1e12ed781be8c56250ccb95e,True,True,True,False,True,True,True,True,True,True,True
1f095b966d7ee9013b740aedf2e6ec3d60c0f1c8,True,False,True,True,True,True,True,True,True,True,True
054a74a654e48509481b5d07d3a2735ebb8d4873,True,False,True,True,True,True,True,True,True,True,True
8f0d6dde7ce6459122576034f0c59f42ca8fc8f7,False,False,True,False,True,True,True,True,True,True,True
cf0d7e588421149fffcbfbe10c5a3289d0151325,False,False,True,True,True,True,True,True,True,True,True
9b8dba369f9c3931c13cde1288b715ea79bc8a78,False,False,True,False,True,True,True,True,True,True,True
5167b07db44889ae52f45cc242df2a0140f971de,False,False,True,False,True,True,True,True,True,True,True
20697c95d16336fdc6036c4347373a9e5c3663cf,True,False,True,False,True,True,True,True,True,True,True
eda137e472d137db5cdc40330dc129ba91266b30,False,False,True,False,True,True,True,True,True,True,True
ead1031eea50efd17ecf1c28a6edc52ee67a98f6,False,False,True,True,True,True,True,True,True,True,True
7d6553bec948dad577d9a6e97a4c2e249e5cef0b,False,False,True,False,True,True,True,True,True,True,True
82321d3ed07afa39127521034dee7794ac3e9f7c,False,True,True,False,True,True,True,True,True,True,True
5071a685ab2195b37726830348ceca1d442e0c9b,False,False,True,True,True,True,True,True,True,True,True
e0e78483ec3744f95983f96758b89e96027703b7,False,False,True,True,True,True,True,True,True,True,True
b9501e48b6fbac71ce6584fb54fa7cba1ec9df88,False,False,True,False,True,True,True,True,True,True,True
1cb9915526da577a1429b2fb3427388c7f65c71a,False,False,True,False,True,True,True,True,True,True,True
e3a80911a64fda5e79847ce131858b0ccf86e25e,False,False,True,False,True,True,True,True,True,True,True
f871d2de41720e0aa588aadafbf58e2ea65c6f56,False,False,True,False,True,True,True,True,True,True,True
1b2cc520f8f3d10f7018e9c92ada6bc14e0490ee,False,False,True,False,True,True,True,True,True,True,True
3c7f886667c6f8397a111da4eb6465b622b3690c,False,False,True,True,True,True,True,True,True,True,True
4cdcfd59a69e9eab3b68a9ef6780760831736d43,True,True,True,False,True,True,True,True,True,True,True
ec79ebd644b4f0795525545f0a89599c42ea2672,True,True,True,False,True,True,True,True,True,True,True
cf5fd4e90c2204d393e4336fe7fde33d1e3dbaee,False,False,True,True,True,True,True,True,True,True,True
627538ed18fe4ef41d02afae386ca888b219099c,False,False,True,False,True,True,True,True,True,True,True
5e048c2423517015f4e60c8f66c99c6f788fa859,False,False,True,True,True,True,True,True,True,True,True
2b28f0fad6705f99268162c089d862c4cf9f61aa,False,False,True,False,True,True,True,True,True,True,True
3cd9b539bee59030a8428e348dce4bd8e49114c2,False,False,True,False,True,True,True,True,True,True,True
dbe1de47f51b7927b4080f11622748f65a091a9b,False,False,True,False,True,True,True,True,True,True,True
070a9169ff246f3b3814ff40000908336e5787f3,True,True,True,False,True,True,True,True,True,True,True
8bfedb0b462462a82c7321fcfcc3a5dfb716ec8a,False,False,True,False,True,True,True,True,True,True,True
0f9a144dcecae4cb26e1e2536a100eb0dc4cbc27,True,False,False,True,True,True,True,True,True,True,True
8ab189de2f45fb078a2e3bded106b1370b4326f6,False,False,True,True,True,True,True,True,True,True,True
d94c6f5f9704f67cb353e8b207858e49d626916a,False,False,True,False,True,True,True,True,True,True,True
3d429da302e3016665b37d0eff2d4988ea55a6fd,True,False,True,False,True,True,True,True,True,True,True
b908b0cbe22b887d62fff430a7add36dca0f0ed3,True,False,True,True,True,True,True,True,True,True,True
c7f133b55c5033ac69893faa3985de87de66a7f6,False,False,True,True,True,True,True,True,True,True,True
47169fe9f918a33cc8f4d27b3d8f684a5ef52046,False,False,True,True,True,True,True,True,True,True,True
eabb5ce8b1558ce1c37b4ad100b6557bb31dce67,False,False,False,True,True,True,True,True,True,True,True
37c75eeaf042423dd9c01c13050b1aeccba43658,False,False,False,False,True,True,True,True,True,True,True
a1835ad78d4478dbdd066da363b67981ffd4adf3,True,False,True,False,True,True,True,True,True,True,True
3d456809da4ea0b5a95398a70d8c4edd791ea02a,False,False,True,True,True,True,True,True,True,True,True
d0af9cf05b798f0fd33aef2ce6a4a8fbb33de83d,False,False,True,True,True,True,True,True,True,True,True
5efaf0ddfc148ee8c593ff29f6a380e9d3cc88e1,False,False,True,False,True,True,True,True,True,True,True
c69d656e43061585ba33d97d7f9be8d790f4db02,False,False,True,True,True,True,True,True,True,True,True
a0a31df1c74a5a1a551dd8f6697e38e4e836d750,False,False,True,False,True,True,True,True,True,True,True
40782d8d3a3ac256bdf81c36e9a86ad4b0683ae1,True,False,True,False,True,True,True,True,True,True,True
b536d53a32d3e747faae3a8207716a15ec38a34c,False,False,True,False,True,True,True,True,True,True,True
0b98f49fe50c27e60de7531dc80357b82d937315,False,False,True,True,True,True,True,True,True,True,True
7c9aa39eba8287cd72eb8fd00a5a49e7b5e7234e,False,False,True,False,True,True,True,True,True,True,True
33d3b779ffe194cf20455d8f428e6cb6d9c21819,False,False,True,False,True,True,True,True,True,True,True
61be26ae9af91d4f861efeb5aa289bdb756dcd4a,False,False,True,True,True,True,True,True,True,True,True
ec540d23735c43a40bcfc622068493532a55c97a,False,False,True,True,True,True,True,True,True,True,True
2b81f97b66aae59c9a5dc03e945698149ff74909,True,False,True,False,True,True,True,True,True,True,True
aacb24d434c1c86d1774f51fa5f3d1ceb52e2b00,False,False,True,True,True,True,True,True,True,True,True
68a4d8bd6ee3d776c4fdd33eab82d704acfe061d,False,False,True,True,True,True,True,True,True,True,True
be53d2d2f80b462d897532ae1ee9fa7e34822e6a,True,True,True,False,True,True,True,True,True,True,True
ba0c22d6979ca89a9c1b4047469b03058b8fd88a,False,False,True,False,True,True,True,True,True,True,True
36466abec9400498f2649f2114fd1a0da2745ccb,False,False,True,False,True,True,True,True,True,True,True
edc12043fdaeea1bbcf22097d45635985deac8d3,False,False,True,True,True,True,True,True,True,True,True
79b9e4b0a80891c8788027ef814cfe616c67e3f0,False,False,True,True,True,True,True,True,True,True,True
4552068c348ad08f1e1de283acbee76a603e5523,False,False,True,False,True,True,True,True,True,True,True
24c5b8b0b24d365d9eeb10e4e33a7a0c07636c3b,False,False,True,True,True,True,True,True,True,True,True
6e58add025dc55d2a8ccdc2929838eb779c2eaf2,True,False,True,False,True,True,True,True,True,True,True
2d72f2eade374905f44cfdac8d1ad4d80deb2b51,False,True,True,False,True,True,True,True,True,True,True
3806561977a9fe42aeda49cebe65860fe4fb1a85,True,False,True,False,True,True,True,True,True,True,True
b8b9e3a715746337d69632c519b575462d178103,False,False,True,True,True,True,True,True,True,True,True
71a0c9c9e4e7d9f0c24afa5e2099f3215a55d634,False,False,True,True,True,True,True,True,True,True,True
a028e1ba6e22b4a87f7d3380ad9bd31ebc51b302,True,True,True,False,True,True,True,True,True,True,True
24c51fb89d45cc51b469ff558a82439f6ea81f47,False,False,True,True,True,True,True,True,True,True,True
6a728a5d9816bfd830eb5fb295cdefc6c1745585,False,False,False,True,True,True,True,True,True,True,True
4faa9aae24d8c2916caa8d58a986596757c04f8e,True,True,True,False,True,True,True,True,True,True,True
0ea097de90ed8fb47a7f03cd04558465be4fa541,False,True,True,False,True,True,True,True,True,True,True
d6e71c0a408bfa4c2a047379c167ae78119bdc00,True,True,True,False,True,True,True,True,True,True,True
0e4c1440b6a3e77c5de4c1ab55707221aaeca58a,True,True,True,False,True,True,True,True,True,True,True
b88c1a8647cb8995620895a2cc59d780ccc67626,False,False,True,False,True,True,True,True,True,True,True
813ad9c321e9cb8d0b6cea03ccac9472cb79298e,False,False,True,True,True,True,True,True,True,True,True
9aa90e00983e74fc732a8a30b820485cf6cc36d4,False,False,False,True,True,True,True,True,True,True,True
3bf34d803d0a5ddfa0cc2d9a758cffc7b37a3397,False,False,False,True,True,True,True,True,True,True,True
60ab361f995f4ba8773a26e6f9533e168c73c443,False,True,True,False,True,True,True,True,True,True,True
a8767fdf5c393123209abf0b165687a81cd87947,True,True,True,False,True,True,True,True,True,True,True
28be22c7b3468040f83bba00d35e67faaf5f4f7b,False,False,True,False,True,True,True,True,True,True,True
6b1f9290b0f57c064c6484e57c141c596203b14b,False,False,False,True,True,True,True,True,True,True,True
408a0fb934e972f240dc3b6230215f819b5fc6de,True,True,True,False,True,True,True,True,True,True,True
d4521b85f1543ecfac19bab45eb3106609e4fbe1,True,True,True,False,True,True,True,True,True,True,True
afd0a5255d9903c8edd99d2b1955c36b4677a18c,False,False,True,True,True,True,True,True,True,True,True
b45491da09c6896392b48777bfd0c297bc272cc9,False,False,True,True,True,True,True,True,True,True,True
facbe12c78d65a6dfe1a6c4e554e90cbee53e3bd,False,False,True,True,True,True,True,True,True,True,True
4e7f39906126a9aa8961c42ebe9291225ed804bd,True,True,True,False,True,True,True,True,True,True,True
93cb6a850359a048804e6eb52835c55dadc4acf1,True,True,True,False,True,True,True,True,True,True,True
248ed5ebfe68a8e20dc2f05bc29fd093d174b268,True,True,True,False,True,True,True,True,True,True,True
